dev_coding_hours,caffeine_intake_mg,distractions,sleep_duration_hours,code_commits,issues_reported,mental_effort_score,task_completion_status,ai_tool_usage_hours
5.543825064,500,3,7.663378658,3,0,4.379290654,0,1.9553
7.970285027,590,4,7.343933402,2,0,6.328395413,1,1.353
7.181384799,555,2,6.383550584,1,0,7.255299375,1,3.7648
3.541577422,601,1,6.375389946,11,2,0.705172767,0,1.1253
2.806608918,87,3,5.968915503,5,0,6.619750679,1,0.9602
2.446155892,590,2,7.432601936,9,0,6.753346828,1,2.335
6.99895229,609,2,8.422105885,4,1,3.444816889,1,0.7617
4.873291657,531,4,8.580757703,4,2,1.978417186,1,2.3361
4.246814285,258,2,9.501548963,4,1,5.210736359,0,0.8372
6.538037621,397,3,5.654315738,4,2,5.162143094,0,1.8003
6.212646745,179,4,5.014178366,1,2,2.739797274,1,0.9557
2.909129562,330,2,8.552473535,1,0,4.014041533,0,1.5966
1.354305717,407,2,7.240124149,0,2,1.112091546,1,0.9664
7.563874579,224,7,8.646756599,4,1,2.735364193,0,1.6652
8.051750556,522,3,8.557554629,3,5,2.47711889,1,1.4145
7.035900491,591,1,6.638798625,3,0,5.182582652,1,1.685
6.540858849,481,4,7.629926803,2,1,5.553914229,1,1.6742
6.739182699,497,1,7.049218512,3,0,3.812723568,0,1.1566
5.202701136,593,7,7.931993053,0,0,7.148278505,1,1.6561
5.145593563,601,7,6.870717573,4,0,6.814738412,0,2.1838
3.874920368,587,3,6.4946271,5,0,1.072997994,1,2.1198
6.197009437,496,4,8.638060048,1,0,0.951699193,0,1.3807
8.621178407,482,3,7.666903002,4,0,6.741468242,0,1.0494
2.433831324,70,1,7.842554153,4,0,0.939510548,1,2.0457
4.194057244,496,2,7.496296858,7,3,4.586395779,1,0.9358
2.030234755,615,1,6.933426083,8,0,4.746867362,0,2.2947
4.548029919,492,1,6.43633302,3,0,3.709538155,1,1.5563
4.549100015,308,2,6.13167168,4,0,1.995081164,0,0.683
5.198932123,390,2,6.29959823,12,1,2.152947477,0,1.9746
8.161868764,601,3,8.893014268,10,0,8.921683979,1,2.008
2.211503162,579,6,6.298368924,5,0,3.946643694,1,1.6993
0.896239892,373,2,5.202852935,6,2,5.555188993,0,1.9682
4.768662632,457,1,5.526306525,3,0,3.689709645,1,2.9868
7.916558808,249,2,8.093787137,1,0,1.143561678,1,2.0009
2.612646233,603,4,6.016284067,3,0,5.795670981,0,1.0726
3.440870751,549,2,7.174555146,5,1,1.150527507,1,2.3593
6.721371515,556,2,5.402779575,0,0,3.184416031,1,1.7205
4.181630995,607,3,9.680391082,7,0,7.035794195,1,2.3114
4.778382476,495,0,6.388957566,4,3,3.746780128,1,1.8229
4.784437881,461,0,5.53629772,2,0,7.175125888,1,1.9975
6.449338394,583,4,5.771177018,5,0,5.124640319,1,1.9318
3.449567714,596,6,6.013658014,6,1,2.876995676,0,1.4978
3.311401486,479,2,6.934808445,0,0,3.451827543,1,2.7959
3.278072992,601,3,3.53121044,2,2,1.59720138,1,0.82
4.938844061,579,2,5.219434472,5,1,1.140727698,0,1.8587
6.690760413,571,3,5.755870479,2,1,5.529267474,1,1.1009
5.472004965,383,3,5.921989858,1,2,1.929878539,1,1.6789
7.200029028,536,0,5.546483071,7,2,4.483095786,1,1.1654
3.727956568,600,6,9.012410133,8,1,8.744110265,1,0.7951
3.130648678,435,3,7.370753978,5,0,2.910386561,1,2.746
7.012342648,587,2,4.250418705,2,0,3.604870538,1,1.0679
3.667681277,459,3,3.536734379,3,3,3.205507829,0,1.2449
7.396617855,304,5,7.087288521,5,2,4.908049259,1,1.0075
6.042254137,2,2,9.358035853,1,2,6.620790371,1,1.5527
4.566668243,337,3,6.788096012,2,2,8.601173332,0,2.8021
5.899323954,249,2,5.475585648,6,2,6.338782127,1,1.8143
5.38380746,609,3,7.094803319,2,0,8.222031906,0,2.0771
7.112399662,403,0,6.471299609,7,0,1.400860954,1,1.3897
5.988439209,353,2,6.934351986,7,2,1.110029579,1,1.3006
5.747796015,600,3,7.156478942,6,3,4.373661919,0,2.5037
4.710187522,173,1,3.512322701,4,0,3.421053277,1,1.4902
6.404760611,451,1,5.356185707,7,5,1.867139663,1,1.5972
7.690654717,508,4,5.479470686,2,3,1.594699733,1,1.6307
4.725017555,304,4,7.833732951,4,3,3.84598943,1,2.2457
2.859646741,410,5,5.409018107,0,0,2.598159834,0,0.9371
8.242107696,87,4,5.719822091,2,1,7.534066489,0,1.6531
2.653145773,428,1,6.627601735,6,0,3.828701715,1,3.9851
7.295331025,259,4,6.737092173,4,0,2.731827237,0,2.3525
5.763613813,518,3,7.131883083,3,0,2.132576168,1,1.9178
3.51361403,616,3,9.329764158,1,1,5.544655048,0,1.401
3.275435186,599,3,7.340864973,8,1,4.160708358,1,0.8408
8.102414791,627,1,7.292208581,5,3,7.343591597,0,0.918
3.856388307,428,3,8.385174449,0,3,9.078614857,1,1.246
6.776838059,584,2,5.818455331,3,2,3.193936748,1,1.6877
3.292490464,621,4,7.684361247,6,3,4.621305206,1,1.1222
5.037044062,421,2,9.549173485,3,0,4.846499476,0,0.8808
5.043400031,567,4,5.509169062,5,1,5.25279213,1,2.2853
7.320118103,627,2,9.066163907,2,1,8.188736603,1,1.7646
2.203920639,516,1,6.330105521,9,0,2.827355445,0,2.8371
3.650157173,596,2,5.457731474,10,1,1.412918708,0,1.6925
7.007476654,486,2,6.013403623,7,3,4.33857131,1,1.6188
4.303680972,377,6,8.974202671,1,0,5.832687403,1,0.6903
1.289415267,272,2,8.310202636,3,4,4.821426005,1,0.8395
3.309920234,546,5,5.40611521,4,1,3.839444371,0,2.0756
11.24771648,250,0,7.338006823,2,0,1.788289565,1,1.2498
6.889959274,371,3,6.370342634,8,0,3.111433337,0,2.2605
2.114023119,412,2,6.516781346,5,3,4.412765204,1,0.7486
3.179745136,568,2,5.204696906,4,2,3.216647414,1,1.6236
5.815805822,381,3,8.027867577,6,2,1.850829418,1,1.2665
4.363988903,595,5,8.614916569,5,0,5.502693386,0,2.2545
6.114490682,580,4,6.059798732,8,1,4.746568246,1,1.9579
4.216524242,612,3,7.356548005,2,0,2.79581251,0,1.3032
4.377415359,474,2,7.120657313,6,2,5.988369967,1,1.4412
4.13836836,226,2,7.081938257,0,1,2.889455141,0,1.7159
5.316628691,606,3,7.773734037,10,2,3.572602641,0,0.9437
4.942208614,206,3,8.290843748,5,2,5.967784297,1,1.9136
4.771587831,480,6,5.531062965,2,0,4.370501174,0,1.6428
6.969136743,601,2,9.568320555,6,1,5.939356345,1,1.8763
4.951562249,585,1,6.560349083,8,0,5.263334285,0,1.7601
5.537132118,504,5,5.647265252,6,1,5.900962638,0,1.0885
3.26396088,606,3,5.675296335,5,2,3.930487479,0,1.1745
6.745797413,548,1,7.780376709,4,0,4.050960598,1,1.3912
4.300487881,617,1,6.731486332,6,0,4.698995543,0,1.0211
5.501371675,587,3,7.631902823,7,2,3.91909904,1,1.6641
1.7219189,519,3,9.682690128,4,3,4.50310938,0,1.9329
3.886989343,217,2,7.744789514,10,0,5.220552238,1,4.6606
4.96035705,603,4,6.093903984,9,0,5.793036771,0,2.1069
4.59673633,473,1,9.044718284,8,1,3.532239999,1,1.8057
6.586055997,613,4,6.36901552,4,0,2.453471115,1,1.8843
7.234967608,442,1,6.507599822,1,0,1.212449784,0,0.7847
4.075138228,382,3,6.385350303,6,0,2.979425159,1,3.0265
7.045504589,418,2,7.782757844,8,1,2.477892892,0,0.7582
4.634351172,83,4,8.609120833,5,2,6.795251191,0,1.6431
6.951248198,576,3,7.747941033,6,0,2.55501582,1,1.6791
2.551282947,164,6,8.570736142,2,1,0.816620626,0,1.0068
5.25861581,544,5,7.282343661,0,0,7.269676673,1,2.3389
4.86583692,392,6,9.416838868,2,0,6.10363434,0,1.868
5.067516853,525,5,6.4673297,5,1,6.754217329,0,1.2891
6.2428169,87,4,6.930024784,4,2,3.128592541,0,0.9244
7.822522119,592,2,6.372727122,3,0,3.931109405,0,2.1076
3.238701584,540,5,6.217426937,5,1,0.889151804,1,0.59
5.494298426,601,1,5.827613571,2,0,3.751806704,1,3.5582
3.021582143,446,6,5.057429585,5,0,6.991236877,0,1.9302
4.838450145,442,3,5.970383998,3,0,6.551344175,0,0.8171
2.18429954,433,2,7.111890756,1,0,0.729680375,1,2.4366
3.757462254,581,4,6.926293748,5,0,1.179293487,1,4.7807
3.353563803,596,2,6.933617168,4,3,4.04735919,1,1.9055
2.137106303,608,2,6.811829952,8,0,2.495259758,0,1.3967
9.365706288,600,1,8.468367677,0,0,7.19438027,1,1.4975
5.382903206,590,3,4.873478234,6,1,6.245569269,0,2.6616
5.797858347,442,7,8.452562047,5,1,3.134649979,0,1.5879
6.260566311,598,3,8.748171613,3,2,3.716408059,1,0.8818
9.965004969,451,3,5.576232731,4,0,3.129282356,0,1.071
5.171495521,559,2,9.20204937,6,1,6.159199069,1,2.1824
4.423726068,375,4,7.131145386,4,2,2.769838084,0,0.991
2.722989173,569,4,4.225252733,3,0,7.459530376,1,0.6292
3.483450186,590,3,6.496215049,4,0,6.581174435,0,1.3666
4.163919011,515,6,5.975698103,2,2,5.783393792,1,0.9207
4.03111997,477,3,8.599903206,0,1,4.805896563,1,1.3315
3.007506067,608,2,7.021652824,9,0,6.95590508,0,0.991
4.831567563,580,4,8.231476548,8,0,2.793681082,1,3.5026
8.145525666,448,2,7.092827724,11,0,3.180453029,1,1.6691
8.162263621,587,4,4.915676111,3,2,6.619891249,1,1.0778
5.751158429,512,3,6.938649236,4,2,5.36062877,1,0.3789
2.921028346,615,1,9.001203504,9,1,6.407997241,0,2.3001
6.601860509,276,1,6.53355411,8,1,9.479413025,0,1.1983
4.080751806,593,3,8.055192546,2,0,5.521283665,0,1.2978
9.222021863,618,5,6.388381149,6,2,8.489728167,1,1.7493
3.969185472,587,3,9.723296548,8,0,5.978107914,1,2.5372
1.821782199,489,2,6.037725725,8,0,4.227899036,1,1.0983
5.96434769,416,3,6.336780378,4,1,5.195363242,1,2.5139
6.871866566,598,0,6.114720186,3,0,4.057675684,1,1.039
2.095052594,612,3,7.351917279,4,2,4.946229165,0,1.0778
5.556406498,603,3,8.043674013,4,2,7.436145139,0,2.2827
4.181543996,271,5,6.66191047,7,0,6.091455303,1,1.6143
5.144358349,623,6,9.671922522,4,2,4.710632899,0,1.8876
3.280133993,606,7,8.834113983,5,0,4.639520863,1,0.6451
7.006222963,391,2,6.936742198,5,3,5.205691991,0,2.0931
0.88173612,590,5,4.955212056,5,2,1.703214654,0,1.4522
6.832975455,620,2,8.190279458,5,1,3.583031218,1,1.6326
4.504137067,383,4,9.03016817,5,0,3.103270897,1,1.3575
3.32772401,583,2,6.809180757,5,1,7.095021954,1,2.0973
2.9206087,157,2,5.813925612,4,1,2.287127291,0,1.714
1.825067167,610,4,3.719918035,2,1,4.097138219,1,1.5503
3.487410924,159,3,9.134936252,6,0,3.487605309,1,1.8715
2.729637501,546,3,7.646889544,5,1,5.812033609,1,2.1586
5.739007711,616,3,9.21895992,0,2,5.42001665,1,1.0413
3.495504908,237,2,5.259228758,2,0,6.451748735,0,0.7284
2.952548815,370,3,6.803538563,5,1,2.423299673,1,0.5245
4.530619562,506,3,9.35435323,10,1,3.97965931,0,1.4267
3.805885594,276,1,6.399715932,2,2,5.930135594,1,1.2154
7.025882188,329,5,7.32949211,4,1,6.393555148,1,0.8348
3.631596089,617,3,5.999423236,11,0,0.958232197,0,2.029
5.762861212,319,2,6.648697431,8,2,3.906759186,0,1.9673
6.035187857,596,6,7.297642115,4,0,2.972621777,1,2.8601
3.399758815,396,5,6.121564694,5,0,4.094884696,1,2.94
6.691306079,232,4,5.754646982,7,0,7.652877413,1,1.4765
2.074607366,456,5,6.2770217,7,0,6.181160309,1,1.2607
5.871346662,360,3,9.522938013,8,2,4.012835963,1,1.6355
6.09178684,304,2,5.043188272,4,0,4.587428038,1,1.5942
4.233261574,548,6,7.038685448,3,0,3.311521949,0,1.7708
4.96780298,397,3,8.738409363,6,0,2.579021812,1,1.6285
6.911935806,315,4,8.410695286,6,0,5.099117368,0,1.2693
7.775509425,571,4,6.816037543,5,1,4.950130009,0,1.1123
2.909688268,355,2,4.081160538,6,1,2.634717329,1,2.2891
7.690146628,453,4,7.665282207,0,2,5.5636286,0,1.2217
6.767128611,371,1,6.082006496,6,1,5.803837374,0,1.7139
4.122679311,401,3,8.411159339,2,0,2.853966486,1,1.8637
3.533441319,379,1,7.317809353,4,0,2.304511361,1,1.2966
3.965396578,342,3,6.054687858,3,1,4.384766823,1,1.8575
4.671144495,284,2,6.606194746,4,0,2.774876619,1,1.6762
3.809818756,217,5,6.625129824,2,2,1.067499095,1,2.4877
5.770709425,301,1,6.636799903,7,0,1.379131406,0,1.5618
3.158270048,521,2,7.629929565,9,3,3.252413619,1,1.3983
3.858406481,455,2,9.819546668,9,0,10.26075319,0,1.3505
5.636353691,597,1,9.81264358,9,0,5.375543143,1,1.8084
6.199670467,354,5,3.771941831,7,0,2.508567433,1,0.9405
7.846023064,23,1,6.141577954,10,2,4.9911879,1,2.1783
7.882098031,225,7,6.922655039,11,1,2.901994682,1,1.6356
6.312839342,604,3,7.813245492,9,0,1.481954896,0,1.4017
8.056707903,340,3,6.619413252,0,0,4.629698904,1,0.7769
5.945971706,569,1,9.862979957,12,0,5.116843009,1,2.4642
4.330661562,569,4,5.260629483,5,3,2.228587634,0,2.7958
6.318236388,346,6,4.981276818,3,0,5.645727359,0,1.8171
5.690358566,627,2,5.779321155,5,2,6.76528235,1,2.4584
5.315564674,76,3,8.94553309,9,0,5.237108999,0,1.4342
6.601286764,475,3,6.991850417,3,2,4.39480773,1,1.1016
9.321206545,245,2,7.404690323,1,0,6.753394373,1,1.6432
5.829045528,397,3,8.124709391,6,0,0.834273442,0,1.3898
5.529997828,367,5,7.073621722,10,0,8.441104799,1,1.7611
5.230835485,219,2,5.121616389,5,0,4.917186929,1,1.4862
2.543427272,440,6,7.430126588,1,0,4.536740665,1,1.6322
7.611210845,331,1,8.240367641,3,2,6.695754779,1,2.3442
6.017940446,546,4,7.849466566,4,0,3.126894451,1,1.697
6.947050388,523,1,6.403422646,4,2,6.487970379,1,1.2311
8.326165327,460,3,9.731081631,9,1,4.328084489,1,2.3925
2.500477554,437,3,8.743144651,8,1,4.617045954,1,0.9795
6.054405416,608,6,8.663082107,1,2,7.081943575,0,1.3964
3.750921187,597,3,7.714194217,1,0,2.537870008,1,1.3247
2.641519238,567,1,7.046798096,9,0,3.544760056,0,3.1185
4.051335206,439,2,6.162444425,7,3,5.454583644,0,1.3614
3.815361317,542,2,6.432889007,5,0,5.346925766,1,0.9588
4.603188834,524,3,6.319245046,3,0,1.986722002,1,1.0536
4.100947134,503,3,9.154208534,11,0,1.00379559,1,1.2797
0.637990407,600,2,6.303182431,2,2,3.490832674,0,2.0758
1.10984233,501,3,7.956683408,0,0,3.573443356,1,2.0888
1.000538806,447,6,4.760651554,4,2,1.082580807,0,1.8462
3.390006892,221,3,4.727378027,6,1,5.207636433,0,1.0587
6.146688258,334,1,9.861494123,0,0,3.009388812,1,2.0816
5.752954233,615,5,9.658957721,4,0,2.761653081,1,1.0145
4.683405305,372,3,9.242783711,5,0,4.410699282,1,1.5364
2.565264479,592,2,7.741381854,2,0,4.01755958,1,0.9044
5.485822032,440,4,7.795804954,1,1,4.555643703,1,1.0247
3.416997478,418,4,9.976863912,7,0,4.637937215,0,0.848
3.12044831,362,7,7.773373838,6,0,4.87216458,1,1.2045
2.152230712,421,5,7.391573913,9,0,5.922527369,1,1.4364
6.333805117,397,6,6.981804903,6,3,1.650605451,0,3.5952
6.378773523,613,6,6.721901241,0,0,5.960523802,1,1.0025
5.962972741,340,3,4.137294067,6,1,5.230877161,1,0.9854
-0.181866332,421,3,7.757903019,5,3,5.804988294,1,0.8223
4.386221301,564,2,3.235530041,4,0,2.979857698,0,2.0963
2.066971468,555,5,8.785477651,4,0,9.386264206,1,1.1588
5.892206051,598,1,6.441040999,8,3,4.259753791,0,1.093
4.129816461,499,2,7.728013768,0,0,6.736376838,0,2.2028
6.316977157,193,4,7.128780006,6,1,1.603888109,1,1.7766
6.57288901,606,6,7.482207892,5,0,3.794582265,1,1.1579
6.418309202,473,2,5.825043086,1,1,3.937930116,1,0.899
3.261717157,406,2,7.4724669,6,2,4.090808624,1,0.7037
5.448967415,614,5,4.95235619,9,1,4.392045136,0,2.6387
1.964018283,581,2,9.611091714,5,0,6.018183092,1,1.2307
4.96765882,585,3,7.117804188,6,1,6.668465702,1,2.9956
3.050595581,308,2,5.601416783,7,1,7.429140271,0,1.3912
6.793358099,546,5,6.496257374,5,3,5.747622353,1,0.5944
3.429873034,620,2,8.855876266,5,0,5.406817144,1,1.136
2.481585663,353,4,3.580994598,0,0,3.624871788,0,1.4441
4.150050723,573,8,7.581220252,6,0,5.217673314,0,1.2637
9.065202177,567,4,7.704705201,3,0,5.954590947,0,1.0883
4.859456438,311,2,6.971379019,7,1,5.773504118,1,2.2453
9.704087323,74,2,5.895834601,6,0,3.421562303,0,0.5895
2.740810982,530,4,6.217613269,6,3,5.441357028,0,0.842
6.055330047,523,3,7.692948898,4,0,5.49573489,1,1.2507
5.332437761,606,3,8.476182942,6,0,3.185400683,1,1.0714
4.861032328,589,3,3.87795838,0,1,5.885795779,0,2.5697
2.59629373,597,5,4.41030084,4,0,2.424008629,1,2.0847
2.177478691,2,2,6.614084849,4,1,2.008609073,1,1.4814
3.783634302,592,2,6.441471877,6,0,3.244089747,1,1.9334
5.971182762,406,1,6.656916724,5,1,6.421686149,0,0.9656
6.995091681,86,2,9.716200732,4,0,8.469048133,1,1.8935
2.646159936,594,5,5.676029618,6,2,4.73629917,0,0.8352
2.898356195,633,1,6.225932258,7,0,6.65003931,0,1.2234
4.210502966,571,2,8.494988718,9,1,3.899170207,1,1.5016
4.723014581,580,7,5.086529927,8,1,4.202519043,1,0.9778
5.249172446,477,3,8.478473533,8,0,5.556202444,0,1.1379
5.84724133,605,4,7.286066392,4,0,5.335333092,0,0.791
6.21951021,395,2,5.47865068,6,2,6.426786058,0,1.9374
4.085608911,339,5,7.302511845,10,2,4.845183702,1,1.3428
5.167661991,528,3,8.978023104,3,1,1.825750745,1,1.3284
3.958801778,125,2,8.868360918,3,0,4.645002361,0,1.5412
6.199948196,41,1,7.060482898,3,0,4.511506297,0,0.9362
3.093820458,189,6,8.841919607,6,2,2.691970396,1,1.8959
6.921200692,527,0,5.602203689,0,1,5.742243824,1,0.5715
3.107103385,617,2,7.926559141,5,0,4.51194301,1,2.2374
3.066292653,578,1,8.228633512,6,2,4.439801224,1,1.8067
4.895951444,311,0,5.055350997,8,0,6.320499212,1,1.1764
2.104572188,597,1,7.967256808,2,1,6.689270566,0,1.5553
7.098782795,608,1,7.406215588,9,3,4.966086886,0,2.2594
3.391894514,599,3,6.192292386,5,1,3.327987732,1,2.5573
3.260395869,347,4,8.028044457,4,0,2.684815532,1,4.289
6.26561829,567,4,6.15075361,3,1,2.127403083,0,1.7033
4.608320419,418,4,6.806273744,0,0,4.629269194,1,1.3599
4.361022199,231,0,4.546451078,3,0,3.812876294,1,2.692
4.235875126,558,2,8.054166853,8,4,4.776889341,1,1.9904
2.520867723,606,3,7.670726992,5,0,1.894415106,0,0.9772
6.797267949,490,3,5.491672818,6,0,5.323731812,0,2.0616
1.198024985,326,4,7.845875957,3,2,2.95767739,1,2.3411
7.221648907,606,2,4.591832372,0,0,5.778519408,1,0.9699
5.352927634,599,3,6.672959874,4,0,5.137174133,1,2.1322
0.077411195,173,3,5.213281323,6,4,2.755736152,0,2.2456
4.479389013,516,2,8.838048667,2,1,4.837186836,1,2.2099
4.57360175,442,2,6.863175142,7,1,5.025071983,1,2.3769
5.730816234,178,2,7.953518494,6,1,5.644977658,1,1.2529
3.527657057,601,3,6.761668109,6,1,4.589184201,1,1.8888
9.543238625,398,3,9.0614218,5,0,5.010260656,1,1.0708
2.07105978,584,4,6.738343126,3,0,4.510370841,1,1.3212
8.118758997,293,3,6.022975442,5,3,1.073947242,1,1.4636
2.922155161,444,4,6.840990181,3,0,5.862619601,1,1.2818
8.574527329,589,3,6.652210964,6,3,6.723510771,1,0.8909
1.919524287,264,7,8.352768392,4,0,4.452078462,1,1.7774
2.120556214,483,3,7.863010585,5,3,6.764450805,1,1.2079
5.376085145,333,1,6.720125073,5,3,4.212936142,1,2.5009
3.330446637,296,3,9.484117203,0,0,6.02301764,0,1.9024
3.850684396,612,1,7.538917132,6,0,3.742058835,1,2.0765
3.096655419,284,2,5.653717435,9,2,1.474041737,1,1.5123
6.470183881,392,1,6.403604399,7,1,1.716117652,1,0.9648
6.724602309,345,3,5.799562907,4,0,4.896771798,0,2.1421
8.169576113,26,2,7.744189862,6,0,3.705393317,1,1.229
4.65554529,628,6,7.726401623,5,3,5.972149843,1,1.3609
1.850006816,604,1,9.987178841,5,0,2.279936083,1,1.7781
8.813067694,368,3,6.931115412,4,0,6.670608299,0,2.1279
5.261011647,270,3,6.769196993,9,3,4.838398787,0,1.8167
5.470589335,607,2,6.378857254,6,0,6.097332821,0,2.2307
5.38810311,590,4,8.353396112,3,0,4.767200835,0,1.0159
1.503156897,235,2,7.646288691,0,0,1.239367969,0,1.3188
3.929522276,424,5,5.010049736,2,1,6.188455166,1,1.4488
4.368364531,334,1,6.804203867,5,2,7.237391445,0,1.2648
6.367374569,607,3,7.123752877,1,3,5.283501622,0,1.6972
6.26789202,307,2,8.830634739,9,0,4.010056782,0,1.6758
5.904442556,454,4,7.921018901,7,0,7.014994814,0,2.509
2.005937291,549,2,6.756014857,1,1,8.036564796,1,1.9834
6.72760071,289,3,6.973602262,5,0,4.890080668,0,2.2794
1.667755626,586,3,7.866086122,8,0,4.503090266,0,0.874
2.824869376,416,2,7.867039959,4,0,5.035452361,0,1.7085
3.535877607,355,2,2.895838497,5,3,4.18192949,0,1.7127
2.289670128,580,5,6.822767685,4,0,3.438952153,1,1.0934
6.892106473,491,3,5.485881589,4,0,5.765577766,0,1.1662
2.725147657,607,5,7.409847792,5,0,5.233080663,0,2.3083
4.66934837,548,4,7.657269772,5,1,8.730974222,1,1.5056
5.299430177,431,4,6.6753136,8,2,3.494314538,1,1.2089
3.975370206,290,4,8.259611473,2,0,5.500400002,0,1.185
5.304343187,408,1,5.652541825,4,1,3.218051539,0,0.6887
8.216766601,10,3,7.31969963,7,0,4.463577475,0,1.5469
4.411249596,621,6,5.979815336,8,0,3.098599205,1,1.2514
2.229988505,407,4,6.433249527,5,1,5.129239406,0,1.692
4.04746237,518,4,6.429681055,6,0,2.636121154,1,1.4605
2.437960385,405,0,6.974389284,1,1,7.566907256,1,1.0295
8.257633081,582,5,8.346133988,6,0,1.424774827,0,1.6894
5.384928557,309,5,5.809720431,8,1,7.627541133,1,1.8119
4.955022422,383,2,7.878361342,6,4,4.790442667,1,0.4779
5.526520666,506,3,6.121812834,9,0,3.568859878,0,3.7761
4.010900938,603,3,5.48773759,3,0,4.66618342,1,0.8021
5.671985197,600,6,7.314232898,7,0,5.071129773,1,1.7734
5.970127283,149,3,6.7821653,1,1,6.834407677,1,1.2188
6.180161154,374,3,7.906065158,8,0,5.123900072,0,0.7339
6.38647193,461,4,7.716325769,7,0,4.084861572,0,2.1419
2.894857842,533,2,6.3852742,6,0,3.471352303,0,0.9262
5.150830774,323,3,9.071828589,0,0,7.550274729,0,2.4547
5.587755698,447,2,7.080461945,3,5,4.866721894,0,2.219
10.00884892,573,2,6.629311867,0,0,4.132810958,0,1.6731
4.054236292,442,5,7.345701491,8,1,2.531966995,1,1.8848
4.572400014,596,0,8.846133652,0,1,5.304188248,1,1.9434
5.283549072,285,3,7.679290449,8,1,2.994313063,1,1.923
2.779787915,364,2,6.478994197,6,0,1.658353579,1,1.5813
3.877184581,465,2,8.884992949,3,1,7.449436955,0,1.584
7.136285225,374,5,8.077160857,2,4,4.548877866,0,1.8762
5.493006036,606,4,7.125810554,9,1,1.992841037,0,0.7385
9.403111836,367,3,7.600657202,3,0,6.801254307,1,1.3558
0.784235728,349,3,6.656624059,13,5,5.088941518,0,3.8933
3.132228268,597,3,6.298014653,3,1,5.464481501,0,1.048
6.411858187,446,5,7.688598726,5,2,6.977757174,0,4.0167
5.35020964,619,5,4.777028039,0,0,4.679231904,0,1.1135
5.803857338,497,4,7.981603303,4,2,5.321493449,0,1.5851
4.183977472,580,6,7.140771888,2,0,0.631523242,1,1.1962
5.051593643,401,4,6.672234741,3,1,5.386932393,1,1.9241
5.495033838,167,4,7.410056509,6,1,5.838535328,1,1.1893
3.710710939,502,5,3.959804062,5,0,6.82018498,0,1.824
5.12081088,301,2,5.644169351,8,0,3.556991745,0,0.8467
2.432402092,378,3,6.810317868,7,0,8.687151694,1,1.6129
11.84040197,598,2,6.415642982,6,1,6.768832335,0,1.9455
5.452682673,590,0,6.469783187,3,3,6.298095053,1,0.9166
4.802030279,578,2,6.540117862,9,0,3.554383648,1,1.0066
3.146119517,458,1,6.186785665,4,0,4.380437418,0,1.5577
5.484437945,311,1,7.245538341,5,3,6.139656541,1,0.5942
3.509192931,525,2,6.944663588,5,3,3.176153484,1,1.3337
3.871053425,439,2,7.425527738,3,0,3.264392779,1,2.8381
6.360540872,392,6,7.809636632,4,2,1.128234166,0,1.1957
3.677789908,538,3,8.443155157,7,1,4.48545001,0,1.3465
4.034294625,427,5,5.911551503,11,0,6.126726827,1,1.7413
5.211935152,621,5,4.721461317,5,0,4.230681534,1,1.6864
6.573607985,250,6,6.585056158,5,0,2.441739128,0,0.6926
5.58023206,514,2,7.584861999,11,2,7.745190278,1,2.0106
3.447317846,581,2,9.465676608,11,0,6.067429085,0,1.0505
4.479651984,310,2,8.844148233,6,0,5.212755644,0,1.343
3.807518026,440,1,8.427122429,3,0,4.542044292,1,3.6065
5.128588034,499,2,9.948811778,4,2,4.832758126,1,1.6368
6.766253523,431,3,8.920499128,1,2,6.089273762,1,1.5015
3.879348644,384,4,7.884356539,5,0,1.650615246,1,1.8657
8.006022835,606,3,5.091408001,3,1,0.92665388,1,1.5126
6.221776988,400,3,7.219735171,5,0,5.198379502,1,1.6264
4.851598433,341,7,8.561373303,3,0,6.697364745,0,1.2729
4.063846406,514,3,9.092131893,10,0,2.299092876,0,2.334
5.834317336,277,3,7.627629643,8,0,2.779023061,1,3.3029
4.411348647,604,5,9.213161477,4,2,3.38568527,1,1.221
3.837315461,561,1,6.08545868,1,0,7.44070434,1,1.3038
5.082738658,611,1,7.47739279,6,1,6.259830784,1,1.133
8.623108792,324,2,7.980722082,2,1,5.054007627,1,1.453
3.762882016,263,2,7.539852035,7,3,3.652258723,1,2.3252
5.060068433,318,1,6.789621777,8,4,4.246698534,1,2.012
5.787030607,168,2,10.03771736,0,1,3.213200523,1,1.7918
7.214716111,588,2,5.709914418,7,1,5.353823533,0,1.9984
3.021158324,432,0,6.40694711,2,1,1.818283744,1,1.4816
4.45856131,477,3,7.370745916,6,0,6.012747943,0,1.9229
5.014327656,492,2,6.52829933,3,0,3.091364165,1,1.5103
7.93103567,294,4,5.603643693,2,0,5.57202278,1,1.9996
6.468592561,576,3,9.469786359,11,0,1.596182211,1,2.3613
4.498714855,346,3,5.630092161,4,0,3.480416074,0,2.6778
9.3582261,534,5,7.080891408,4,0,2.945288436,1,1.0138
3.734337724,550,2,7.949444917,3,0,2.755093043,0,1.2885
5.279524861,549,4,5.740367358,2,0,3.091563211,0,2.3677
5.442084965,462,4,6.584672092,5,2,3.724065427,1,2.1833
2.451111686,470,1,7.831610797,3,0,2.533032764,0,1.5265
5.819615799,539,3,8.745690708,1,0,4.527640082,1,0.6582
3.588607152,255,4,6.533211992,2,0,6.174925829,0,1.2015
3.419756419,411,5,3.918102592,2,2,4.378713333,1,1.2829
